index_id,symbol,effective_from,effective_to,company_name,sector,listing_exchange,source,source_note
sp500,AKAM,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,ALB,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,ALGN,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,ALK,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,ALL,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,ALLE,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,ALXN,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,AMAT,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,AMD,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,AME,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,AMG,2018-01-02,2019-12-22,,,,sp500_official_sources_2018_2019_csv,Removed by SP500/official_sources_2018_2019.csv on 2019-12-23 (AMG); event=Market-cap rebalance; source_status=official_s&p_press; url=https://press.spglobal.com/2019-12-12-Live-Nation-Entertainment-Zebra-Technologies-Steris-Set-to-Join-S-P-500
sp500,AMGN,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,AMP,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,AMT,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,AMZN,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,ANDV,2018-01-02,2018-09-30,,,,sp500_official_sources_2018_2019_csv,Removed by SP500/official_sources_2018_2019.csv on 2018-10-01 (ANDV); event=M&A trigger; source_status=official_s&p_press; url=https://press.spglobal.com/2018-09-25-Rollins-Set-to-Join-S-P-500
sp500,ANSS,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,ANTM,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,AON,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,AOS,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,APA,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,APC,2018-01-02,2019-08-08,,,,sp500_official_sources_2018_2019_csv,Removed by SP500/official_sources_2018_2019.csv on 2019-08-09 (APC); event=M&A trigger; source_status=official_s&p_press; url=https://press.spglobal.com/2019-08-01-Leidos-IDEX-Set-to-Join-S-P-500
sp500,APD,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,APH,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,APTV,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,ARE,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,ARNC,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,ATVI,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,AVB,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,AVGO,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,AVY,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,AWK,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,AXP,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,AYI,2018-01-02,2018-06-17,,,,sp500_official_sources_2018_2019_csv,Removed by SP500/official_sources_2018_2019.csv on 2018-06-18 (AYI); event=Market-cap rebalance; source_status=official_s&p_press; url=https://press.spglobal.com/2018-06-08-Broadridge-Financial-HollyFrontier-Set-to-Join-S-P-500
sp500,AZO,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,BA,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,BAC,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,BAX,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,BBT,2018-01-02,2019-12-08,,,,sp500_ticker_events_2018_2019_csv,Ticker event BBT->TFC on 2019-12-09; event=merger_ticker_change; source=conservative_manual_seed; note=BB&T/Truist mapping
sp500,BBY,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,BCR,2018-01-02,2018-01-02,CR Bard,,,sp500_official_sources_2018_2019_csv,Removed by SP500/official_sources_2018_2019.csv on 2018-01-03 (BCR); event=M&A trigger; source_status=official_s&p_press; url=https://press.spglobal.com/2017-12-22-Huntington-Ingalls-Industries-Set-to-Join-S-P-500-OSI-Systems-to-Join-S-P-SmallCap-600
sp500,BDX,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,BEN,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,BF B,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,BHF,2018-01-02,2019-04-01,,,,sp500_official_sources_2018_2019_csv,Removed by SP500/official_sources_2018_2019.csv on 2019-04-02 (BHF); event=Spin-off; source_status=official_s&p_press; url=https://press.spglobal.com/2019-03-26-Dow-Set-to-Join-S-P-500
sp500,BHGE,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,BIIB,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,BK,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,BLK,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,BLL,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,BMY,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,BRK B,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,BSX,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,BWA,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,BXP,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,C,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,CA,2018-01-02,2018-11-05,,,,sp500_official_sources_2018_2019_csv,Removed by SP500/official_sources_2018_2019.csv on 2018-11-06 (CA); event=M&A trigger; source_status=official_s&p_press; url=https://press.spglobal.com/2018-10-30-Keysight-Technologies-Set-to-Join-S-P-500-Ligand-Pharmaceuticals-to-Join-S-P-MidCap-400-Marcus-Millichap-and-Arcosa-to-Join-S-P-SmallCap-600
sp500,CAG,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,CAH,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,CAT,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,CB,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,CBG,2018-01-02,2018-03-19,,,,sp500_ticker_events_2018_2019_csv,Ticker event CBG->CBRE on 2018-03-20; event=ticker_change; source=conservative_manual_seed; note=CBRE Group ticker change
sp500,CBOE,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,CBS,2018-01-02,2019-12-04,,,,sp500_ticker_events_2018_2019_csv,Ticker event CBS->VIAC on 2019-12-05; event=merger_ticker_change; source=conservative_manual_seed; note=CBS/ViacomCBS mapping
sp500,CCI,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,CCL,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,CDNS,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,CELG,2018-01-02,2019-11-20,,,,sp500_official_sources_2018_2019_csv,Removed by SP500/official_sources_2018_2019.csv on 2019-11-21 (CELG); event=M&A trigger; source_status=official_s&p_press; url=https://press.spglobal.com/2019-11-15-ServiceNow-Set-to-Join-S-P-500
sp500,CERN,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,CF,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,CFG,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,CHD,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,CHK,2018-01-02,2018-03-18,,,,sp500_official_sources_2018_2019_csv,Removed by SP500/official_sources_2018_2019.csv on 2018-03-19 (CHK); event=Market-cap rebalance; source_status=official_s&p_press; url=https://press.spglobal.com/2018-03-12-Take-Two-Interactive-SVB-Financial-Nektar-Therapeutics-Set-to-Join-S-P-500
sp500,CHRW,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,CHTR,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,CI,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,CINF,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,CL,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
sp500,CLX,2018-01-02,2019-12-31,,,,public_sp500_20180102_anchor_plus_official_sources_2018_2019_csv,Public technical approximation from user-provided 2018-01-02 anchor plus SP500/official_sources_2018_2019.csv and local ticker events; validate with an independently licensed point-in-time constituent source before publication-grade claims.
